CustomerID,Status,Predicted_Churn_%,Retention_Agent,Recommended_Action
C09249,Stable,0.07,Meera Iyer,Thank‑you email with wellness gift voucher
C09250,Likely_to_Leave,5.72,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09251,Stable,0.22,Kunal Desai,Thank‑you email with wellness gift voucher
C09252,Stable,0.12,Anita Paul,Thank‑you email with wellness gift voucher
C09253,Likely_to_Leave,8.57,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09254,Stable,0.32,Rahul Singh,Thank‑you email with wellness gift voucher
C09255,Likely_to_Leave,1.08,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09256,Likely_to_Leave,16.28,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09257,Likely_to_Leave,4.46,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09258,Likely_to_Leave,1.2,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09259,Likely_to_Leave,14.87,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09260,Stable,0.21,Rahul Singh,Thank‑you email with wellness gift voucher
C09261,Likely_to_Leave,10.93,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09262,Likely_to_Leave,2.9,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09263,Stable,0.53,Kunal Desai,Thank‑you email with wellness gift voucher
C09264,Stable,0.12,Anita Paul,Thank‑you email with wellness gift voucher
C09265,Already_Left,93.54,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C09266,Already_Left,46.75,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C09267,Stable,0.16,Meera Iyer,Thank‑you email with wellness gift voucher
C09268,Stable,0.06,Santosh Rao,Thank‑you email with wellness gift voucher
C09269,Stable,0.56,Kunal Desai,Thank‑you email with wellness gift voucher
C09270,Stable,0.19,Anita Paul,Thank‑you email with wellness gift voucher
C09271,Already_Left,89.32,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C09272,Likely_to_Leave,11.32,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09273,Likely_to_Leave,24.24,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09274,Stable,0.04,Santosh Rao,Thank‑you email with wellness gift voucher
C09275,Stable,0.26,Kunal Desai,Thank‑you email with wellness gift voucher
C09276,Stable,0.3,Anita Paul,Thank‑you email with wellness gift voucher
C09277,Stable,0.41,Aditi Sharma,Thank‑you email with wellness gift voucher
C09278,Stable,0.31,Rahul Singh,Thank‑you email with wellness gift voucher
C09279,Likely_to_Leave,0.75,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09280,Likely_to_Leave,31.9,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09281,Stable,0.38,Kunal Desai,Thank‑you email with wellness gift voucher
C09282,Likely_to_Leave,2.24,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09283,Stable,0.08,Aditi Sharma,Thank‑you email with wellness gift voucher
C09284,Stable,0.26,Rahul Singh,Thank‑you email with wellness gift voucher
C09285,Stable,0.17,Meera Iyer,Thank‑you email with wellness gift voucher
C09286,Stable,0.15,Santosh Rao,Thank‑you email with wellness gift voucher
C09287,Stable,0.15,Kunal Desai,Thank‑you email with wellness gift voucher
C09288,Stable,0.24,Anita Paul,Thank‑you email with wellness gift voucher
C09289,Likely_to_Leave,2.77,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09290,Stable,0.26,Rahul Singh,Thank‑you email with wellness gift voucher
C09291,Likely_to_Leave,14.32,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09292,Stable,0.07,Santosh Rao,Thank‑you email with wellness gift voucher
C09293,Already_Left,81.42,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09294,Likely_to_Leave,9.04,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09295,Likely_to_Leave,0.78,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09296,Likely_to_Leave,31.37,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09297,Stable,0.11,Meera Iyer,Thank‑you email with wellness gift voucher
C09298,Stable,0.57,Santosh Rao,Thank‑you email with wellness gift voucher
C09299,Stable,0.07,Kunal Desai,Thank‑you email with wellness gift voucher
C09300,Stable,0.06,Anita Paul,Thank‑you email with wellness gift voucher
C09301,Likely_to_Leave,2.08,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09302,Likely_to_Leave,2.16,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09303,Stable,0.17,Meera Iyer,Thank‑you email with wellness gift voucher
C09304,Stable,0.09,Santosh Rao,Thank‑you email with wellness gift voucher
C09305,Already_Left,96.36,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09306,Stable,0.05,Anita Paul,Thank‑you email with wellness gift voucher
C09307,Already_Left,98.18,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C09308,Likely_to_Leave,8.26,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09309,Likely_to_Leave,4.47,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09310,Already_Left,31.4,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09311,Stable,0.42,Kunal Desai,Thank‑you email with wellness gift voucher
C09312,Likely_to_Leave,20.19,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09313,Stable,0.03,Aditi Sharma,Thank‑you email with wellness gift voucher
C09314,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C09315,Already_Left,47.49,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C09316,Likely_to_Leave,8.24,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09317,Likely_to_Leave,1.44,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09318,Likely_to_Leave,2.21,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09319,Likely_to_Leave,4.65,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09320,Stable,0.53,Rahul Singh,Thank‑you email with wellness gift voucher
C09321,Stable,0.46,Meera Iyer,Thank‑you email with wellness gift voucher
C09322,Stable,0.09,Santosh Rao,Thank‑you email with wellness gift voucher
C09323,Stable,0.06,Kunal Desai,Thank‑you email with wellness gift voucher
C09324,Stable,0.07,Anita Paul,Thank‑you email with wellness gift voucher
C09325,Stable,0.25,Aditi Sharma,Thank‑you email with wellness gift voucher
C09326,Likely_to_Leave,2.83,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C09327,Likely_to_Leave,1.55,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09328,Already_Left,97.55,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09329,Already_Left,69.93,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09330,Likely_to_Leave,10.87,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09331,Likely_to_Leave,2.48,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09332,Likely_to_Leave,8.92,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09333,Stable,0.52,Meera Iyer,Thank‑you email with wellness gift voucher
C09334,Already_Left,13.52,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09335,Stable,0.08,Kunal Desai,Thank‑you email with wellness gift voucher
C09336,Stable,0.09,Anita Paul,Thank‑you email with wellness gift voucher
C09337,Likely_to_Leave,1.09,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09338,Likely_to_Leave,9.4,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09339,Stable,0.16,Meera Iyer,Thank‑you email with wellness gift voucher
C09340,Likely_to_Leave,26.49,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09341,Likely_to_Leave,0.89,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09342,Stable,0.1,Anita Paul,Thank‑you email with wellness gift voucher
C09343,Stable,0.08,Aditi Sharma,Thank‑you email with wellness gift voucher
C09344,Likely_to_Leave,1.91,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09345,Stable,0.3,Meera Iyer,Thank‑you email with wellness gift voucher
C09346,Likely_to_Leave,29.59,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09347,Already_Left,29.02,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09348,Stable,0.09,Anita Paul,Thank‑you email with wellness gift voucher
C09349,Likely_to_Leave,0.79,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09350,Stable,0.12,Rahul Singh,Thank‑you email with wellness gift voucher
C09351,Stable,0.11,Meera Iyer,Thank‑you email with wellness gift voucher
C09352,Likely_to_Leave,6.07,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09353,Likely_to_Leave,2.07,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09354,Stable,0.13,Anita Paul,Thank‑you email with wellness gift voucher
C09355,Likely_to_Leave,9.76,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09356,Stable,0.28,Rahul Singh,Thank‑you email with wellness gift voucher
C09357,Likely_to_Leave,20.09,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09358,Stable,0.51,Santosh Rao,Thank‑you email with wellness gift voucher
C09359,Stable,0.17,Kunal Desai,Thank‑you email with wellness gift voucher
C09360,Already_Left,38.61,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C09361,Stable,0.07,Aditi Sharma,Thank‑you email with wellness gift voucher
C09362,Likely_to_Leave,1.7,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09363,Stable,0.52,Meera Iyer,Thank‑you email with wellness gift voucher
C09364,Stable,0.48,Santosh Rao,Thank‑you email with wellness gift voucher
C09365,Likely_to_Leave,9.5,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09366,Likely_to_Leave,28.89,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09367,Likely_to_Leave,1.91,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09368,Likely_to_Leave,49.32,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09369,Likely_to_Leave,39.66,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09370,Likely_to_Leave,4.15,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09371,Likely_to_Leave,5.09,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09372,Likely_to_Leave,1.63,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09373,Stable,0.53,Aditi Sharma,Thank‑you email with wellness gift voucher
C09374,Likely_to_Leave,6.5,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C09375,Likely_to_Leave,6.24,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09376,Already_Left,39.03,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09377,Already_Left,79.51,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09378,Likely_to_Leave,2.35,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09379,Likely_to_Leave,0.83,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09380,Stable,0.25,Rahul Singh,Thank‑you email with wellness gift voucher
C09381,Likely_to_Leave,14.64,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09382,Likely_to_Leave,2.25,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09383,Likely_to_Leave,4.97,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09384,Likely_to_Leave,14.79,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09385,Stable,0.09,Aditi Sharma,Thank‑you email with wellness gift voucher
C09386,Stable,0.16,Rahul Singh,Thank‑you email with wellness gift voucher
C09387,Stable,0.39,Meera Iyer,Thank‑you email with wellness gift voucher
C09388,Likely_to_Leave,2.17,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09389,Likely_to_Leave,10.71,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09390,Likely_to_Leave,71.14,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09391,Stable,0.33,Aditi Sharma,Thank‑you email with wellness gift voucher
C09392,Stable,0.21,Rahul Singh,Thank‑you email with wellness gift voucher
C09393,Likely_to_Leave,0.95,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09394,Stable,0.43,Santosh Rao,Thank‑you email with wellness gift voucher
C09395,Likely_to_Leave,1.09,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09396,Stable,0.49,Anita Paul,Thank‑you email with wellness gift voucher
C09397,Likely_to_Leave,1.95,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09398,Stable,0.18,Rahul Singh,Thank‑you email with wellness gift voucher
C09399,Already_Left,38.04,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C09400,Stable,0.1,Santosh Rao,Thank‑you email with wellness gift voucher
C09401,Already_Left,80.44,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09402,Likely_to_Leave,3.94,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09403,Stable,0.05,Aditi Sharma,Thank‑you email with wellness gift voucher
C09404,Stable,0.25,Rahul Singh,Thank‑you email with wellness gift voucher
C09405,Stable,0.02,Meera Iyer,Thank‑you email with wellness gift voucher
C09406,Likely_to_Leave,21.03,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09407,Stable,0.17,Kunal Desai,Thank‑you email with wellness gift voucher
C09408,Likely_to_Leave,1.1,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09409,Stable,0.15,Aditi Sharma,Thank‑you email with wellness gift voucher
C09410,Stable,0.35,Rahul Singh,Thank‑you email with wellness gift voucher
C09411,Likely_to_Leave,19.34,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09412,Likely_to_Leave,22.53,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09413,Already_Left,66.73,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09414,Likely_to_Leave,2.58,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09415,Likely_to_Leave,3.2,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09416,Stable,0.07,Rahul Singh,Thank‑you email with wellness gift voucher
C09417,Likely_to_Leave,2.39,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09418,Likely_to_Leave,2.89,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09419,Stable,0.1,Kunal Desai,Thank‑you email with wellness gift voucher
C09420,Likely_to_Leave,19.29,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C09421,Likely_to_Leave,15.08,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09422,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C09423,Likely_to_Leave,2.86,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09424,Already_Left,43.89,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09425,Likely_to_Leave,2.57,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09426,Stable,0.06,Anita Paul,Thank‑you email with wellness gift voucher
C09427,Likely_to_Leave,11.92,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09428,Likely_to_Leave,1.86,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09429,Already_Left,73.12,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C09430,Likely_to_Leave,42.27,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09431,Likely_to_Leave,27.7,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09432,Stable,0.19,Anita Paul,Thank‑you email with wellness gift voucher
C09433,Likely_to_Leave,37.24,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09434,Likely_to_Leave,2.81,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C09435,Stable,0.17,Meera Iyer,Thank‑you email with wellness gift voucher
C09436,Likely_to_Leave,2.47,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09437,Already_Left,76.34,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09438,Already_Left,69.19,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C09439,Stable,0.14,Aditi Sharma,Thank‑you email with wellness gift voucher
C09440,Stable,0.43,Rahul Singh,Thank‑you email with wellness gift voucher
C09441,Stable,0.05,Meera Iyer,Thank‑you email with wellness gift voucher
C09442,Stable,0.46,Santosh Rao,Thank‑you email with wellness gift voucher
C09443,Stable,0.11,Kunal Desai,Thank‑you email with wellness gift voucher
C09444,Stable,0.56,Anita Paul,Thank‑you email with wellness gift voucher
C09445,Stable,0.07,Aditi Sharma,Thank‑you email with wellness gift voucher
C09446,Likely_to_Leave,2.24,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09447,Stable,0.26,Meera Iyer,Thank‑you email with wellness gift voucher
C09448,Already_Left,41.93,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09449,Likely_to_Leave,49.93,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09450,Already_Left,95.66,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C09451,Likely_to_Leave,61.27,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09452,Stable,0.36,Rahul Singh,Thank‑you email with wellness gift voucher
C09453,Likely_to_Leave,30.51,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09454,Likely_to_Leave,2.02,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09455,Stable,0.39,Kunal Desai,Thank‑you email with wellness gift voucher
C09456,Likely_to_Leave,14.91,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09457,Likely_to_Leave,7.65,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09458,Stable,0.16,Rahul Singh,Thank‑you email with wellness gift voucher
C09459,Stable,0.43,Meera Iyer,Thank‑you email with wellness gift voucher
C09460,Already_Left,68.75,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09461,Stable,0.07,Kunal Desai,Thank‑you email with wellness gift voucher
C09462,Stable,0.55,Anita Paul,Thank‑you email with wellness gift voucher
C09463,Likely_to_Leave,2.04,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09464,Stable,0.25,Rahul Singh,Thank‑you email with wellness gift voucher
C09465,Likely_to_Leave,19.51,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09466,Likely_to_Leave,2.14,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09467,Likely_to_Leave,1.6,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09468,Likely_to_Leave,2.27,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09469,Likely_to_Leave,3.62,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C09470,Stable,0.14,Rahul Singh,Thank‑you email with wellness gift voucher
C09471,Likely_to_Leave,50.11,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09472,Already_Left,89.68,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09473,Stable,0.52,Kunal Desai,Thank‑you email with wellness gift voucher
C09474,Likely_to_Leave,1.54,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09475,Stable,0.08,Aditi Sharma,Thank‑you email with wellness gift voucher
C09476,Likely_to_Leave,3.01,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09477,Likely_to_Leave,4.08,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09478,Stable,0.23,Santosh Rao,Thank‑you email with wellness gift voucher
C09479,Stable,0.11,Kunal Desai,Thank‑you email with wellness gift voucher
C09480,Likely_to_Leave,17.65,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09481,Already_Left,93.39,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C09482,Stable,0.28,Rahul Singh,Thank‑you email with wellness gift voucher
C09483,Stable,0.05,Meera Iyer,Thank‑you email with wellness gift voucher
C09484,Stable,0.16,Santosh Rao,Thank‑you email with wellness gift voucher
C09485,Stable,0.08,Kunal Desai,Thank‑you email with wellness gift voucher
C09486,Stable,0.18,Anita Paul,Thank‑you email with wellness gift voucher
C09487,Stable,0.44,Aditi Sharma,Thank‑you email with wellness gift voucher
C09488,Already_Left,95.39,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C09489,Stable,0.09,Meera Iyer,Thank‑you email with wellness gift voucher
C09490,Likely_to_Leave,23.81,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C09491,Likely_to_Leave,8.66,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09492,Likely_to_Leave,1.27,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C09493,Stable,0.19,Aditi Sharma,Thank‑you email with wellness gift voucher
C09494,Stable,0.01,Rahul Singh,Thank‑you email with wellness gift voucher
C09495,Likely_to_Leave,14.7,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09496,Stable,0.23,Santosh Rao,Thank‑you email with wellness gift voucher
C09497,Likely_to_Leave,31.64,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09498,Stable,0.1,Anita Paul,Thank‑you email with wellness gift voucher
C09499,Stable,0.15,Aditi Sharma,Thank‑you email with wellness gift voucher
C09500,Likely_to_Leave,12.52,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09501,Likely_to_Leave,22.7,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09502,Likely_to_Leave,1.59,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09503,Likely_to_Leave,10.49,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09504,Stable,0.29,Anita Paul,Thank‑you email with wellness gift voucher
C09505,Stable,0.04,Aditi Sharma,Thank‑you email with wellness gift voucher
C09506,Already_Left,17.13,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C09507,Already_Left,54.29,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C09508,Likely_to_Leave,31.74,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09509,Stable,0.1,Kunal Desai,Thank‑you email with wellness gift voucher
C09510,Stable,0.1,Anita Paul,Thank‑you email with wellness gift voucher
C09511,Likely_to_Leave,17.7,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09512,Stable,0.3,Rahul Singh,Thank‑you email with wellness gift voucher
C09513,Likely_to_Leave,4.69,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09514,Already_Left,68.57,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C09515,Stable,0.26,Kunal Desai,Thank‑you email with wellness gift voucher
C09516,Stable,0.1,Anita Paul,Thank‑you email with wellness gift voucher
C09517,Stable,0.45,Aditi Sharma,Thank‑you email with wellness gift voucher
C09518,Likely_to_Leave,36.35,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C09519,Stable,0.42,Meera Iyer,Thank‑you email with wellness gift voucher
C09520,Likely_to_Leave,32.52,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09521,Likely_to_Leave,2.28,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C09522,Stable,0.12,Anita Paul,Thank‑you email with wellness gift voucher
C09523,Likely_to_Leave,2.72,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09524,Stable,0.15,Rahul Singh,Thank‑you email with wellness gift voucher
C09525,Likely_to_Leave,1.84,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C09526,Stable,0.17,Santosh Rao,Thank‑you email with wellness gift voucher
C09527,Already_Left,57.16,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09528,Stable,0.08,Anita Paul,Thank‑you email with wellness gift voucher
C09529,Stable,0.65,Aditi Sharma,Thank‑you email with wellness gift voucher
C09530,Likely_to_Leave,4.52,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C09531,Stable,0.15,Meera Iyer,Thank‑you email with wellness gift voucher
C09532,Likely_to_Leave,2.58,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09533,Already_Left,40.89,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C09534,Stable,0.05,Anita Paul,Thank‑you email with wellness gift voucher
C09535,Likely_to_Leave,1.72,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C09536,Stable,0.22,Rahul Singh,Thank‑you email with wellness gift voucher
C09537,Likely_to_Leave,3.86,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C09538,Likely_to_Leave,0.98,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C09539,Likely_to_Leave,10.54,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C09540,Already_Left,68.34,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C09541,Stable,0.18,Aditi Sharma,Thank‑you email with wellness gift voucher
C09542,Stable,0.05,Rahul Singh,Thank‑you email with wellness gift voucher
C09543,Stable,0.22,Meera Iyer,Thank‑you email with wellness gift voucher
C09544,Stable,0.03,Santosh Rao,Thank‑you email with wellness gift voucher
C09545,Likely_to_Leave,2.14,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
